chrom	start	end	strand	name	commonName	type	source	novel
chr05	481338	482642	+	YER154W	OXA1	ORF-T	SGD	FALSE
chr05	483756	484116	+	SY_E0192W	SY_E0192W	SUT	genenv	TRUE
chr05	490851	493603	+	YER157W	COG3	ORF-T	SGD	FALSE
chr05	496263	497752	+	SUT097	SUT097	SUT	XU09	FALSE
chr05	509479	510198	+	SY_E0195W	SY_E0195W	SUT	genenv	TRUE
chr05	510346	511307	+	SUT098	SUT098	SUT	XU09	FALSE
chr05	511435	516235	+	YER164W	CHD1	ORF-T	SGD	FALSE
chr05	516572	518628	+	YER165W	PAB1	ORF-T	SGD	FALSE
chr05	518724	523860	+	YER166W	DNF1	ORF-T	SGD	FALSE
chr05	524284	527252	+	YER167W	BCK2	ORF-T	SGD	FALSE
chr05	529448	532232	+	YER169W	RPH1	ORF-T	SGD	FALSE
chr05	532248	533233	+	YER170W	ADK2	ORF-T	SGD	FALSE
chr05	533281	535881	+	YER171W	RAD3	ORF-T	SGD	FALSE
chr05	539755	540691	+	SY_E0204W	SY_E0204W	SUT	genenv	TRUE
chr05	542133	542493	+	SY_E0205W	SY_E0205W	SUT	genenv	TRUE
chr05	542633	544697	+	YER173W	RAD24	ORF-T	SGD	FALSE
chr05	547062	551580	+	SY_E0207W	SY_E0207W	SUT	genenv	TRUE
chr05	547935	551426	+	YER176W	ECM32	ORF-T	SGD	FALSE
chr05	551925	552973	+	YER177W	BMH1	ORF-T	SGD	FALSE
chr05	553141	554581	+	YER178W	PDA1	ORF-T	SGD	FALSE
chr05	554731	556023	+	YER179W	DMC1	ORF-T	SGD	TRUE
chr05	558856	559712	+	YER182W	FMP10	ORF-T	SGD	FALSE
chr05	560488	562435	+	SUT099	SUT099	SUT	XU09	FALSE
chr05	562491	563723	+	SY_E0214W	SUT_SY0173	SUT	XU11	FALSE
chr05	565676	566788	+	YER185W	PUG1	ORF-T	SGD	FALSE
chr05	568313	569609	+	SY_E0216W	SUT_SY0174	SUT	XU11	FALSE
chr05	569757	570322	+	SUT100	SUT100	SUT	XU09	FALSE
chr05	571977	573060	+	YER187W	YER187W	ORF-T	SGD	FALSE
chr05	6577	7810	-	YEL073C	YEL073C	ORF-T	SGD	TRUE
chr05	8519	9887	-	SUT500	SUT500	SUT	XU09	FALSE
chr05	10607	11447	-	SUT501	SUT501	SUT	XU09	FALSE
chr05	11591	13442	-	SY_E0222C	SUT_SY0707	SUT	XU11	FALSE
chr05	15404	15683	-	CUT541	CUT541	CUT	XU09	FALSE
chr05	15884	16108	-	SUT503	SUT503	SUT	XU09	FALSE
chr05	25503	26104	-	YEL068C	YEL068C	ORF-T	SGD	TRUE
chr05	26120	27064	-	YEL067C	YEL067C	ORF-T	SGD	FALSE
chr05	29624	31416	-	YEL064C	AVT2	ORF-T	SGD	FALSE
chr05	29800	31390	-	YEL064C	AVT2	ORF-T	SGD	FALSE
chr05	31560	33842	-	YEL063C	CAN1	ORF-T	SGD	FALSE
chr05	34044	34393	-	SY_E0230C	SY_E0230C	SUT	genenv	TRUE
chr05	34727	35044	-	SY_E0231C	SY_E0231C	SUT	genenv	TRUE
chr05	36442	39794	-	YEL061C	CIN8	ORF-T	SGD	FALSE
chr05	39994	42155	-	YEL060C	PRB1	ORF-T	SGD	FALSE
chr05	42462	42789	-	YEL059C-A	SOM1	ORF-T	SGD	FALSE
chr05	42802	43180	-	SY_E0235C	SY_E0235C	SUT	genenv	TRUE
chr05	45029	45989	-	YEL057C	YEL057C	ORF-T	SGD	FALSE
chr05	46335	46966	-	SY_E0237C	SY_E0237C	SUT	genenv	TRUE
chr05	48414	51750	-	YEL055C	POL5	ORF-T	SGD	FALSE
chr05	51990	52454	-	snR80	SNR80	other	SGD	FALSE
chr05	52623	53439	-	YEL054C	RPL12A	ORF-T	SGD	FALSE
chr05	53943	56327	-	YEL053C	MAK10	ORF-T	SGD	FALSE
chr05	59633	61049	-	YEL050C	RML2	ORF-T	SGD	FALSE
chr05	64257	65314	-	YEL048C	TCA17	ORF-T	SGD	FALSE
chr05	65530	66970	-	YEL047C	YEL047C	ORF-T	SGD	FALSE
chr05	67204	69037	-	YEL046C	GLY1	ORF-T	SGD	FALSE
chr05	73501	75503	-	SY_E0246C	SY_E0246C	SUT	genenv	TRUE
chr05	75935	77430	-	SY_E0247C	SY_E0247C	SUT	genenv	TRUE
chr05	78514	79467	-	SY_E0248C	SY_E0248C	SUT	genenv	TRUE
chr05	79723	80315	-	YEL039C	CYC7	ORF-T	SGD	FALSE
chr05	81403	82891	-	YEL037C	RAD23	ORF-T	SGD	FALSE
chr05	83139	84931	-	YEL036C	ANP1	ORF-T	SGD	FALSE
chr05	84916	85733	-	YEL035C	UTR5	ORF-T	SGD	FALSE
chr05	96768	98032	-	YEL029C	BUD16	ORF-T	SGD	FALSE
chr05	98512	99664	-	YELCdelta3	YELCdelta3	other	XU09	FALSE
chr05	102461	107101	-	YEL025C	YEL025C	ORF-T	SGD	FALSE
chr05	108581	111282	-	YEL023C	YEL023C	ORF-T	SGD	FALSE
chr05	111703	111869	-	SY_E0257C	SY_E0257C	SUT	genenv	TRUE
chr05	116164	117234	-	SY_E0258C	SY_E0258C	SUT	genenv	TRUE
chr05	117819	118291	-	RPR1	RPR1	other	SGD	FALSE
chr05	118677	120501	-	YEL020C	YEL020C	ORF-T	SGD	FALSE
chr05	120605	121501	-	YEL019C	MMS21	ORF-T	SGD	FALSE
chr05	122509	123160	-	YEL017C-A	PMP2	ORF-T	SGD	FALSE
chr05	123652	124616	-	SY_E0263C	SY_E0263C	SUT	genenv	TRUE
chr05	124715	126595	-	YEL016C	NPP2	ORF-T	SGD	FALSE
chr05	127403	128484	-	SY_E0265C	SY_E0265C	SUT	genenv	TRUE
chr05	130314	131565	-	tQ(UUG)E2	tQ(UUG)E2	other	SGD	FALSE
chr05	132675	133060	-	SY_E0267C	SY_E0267C	SUT	genenv	TRUE
chr05	133115	135509	-	SUT504	SUT504	SUT	XU09	FALSE
chr05	136144	136584	-	SY_E0269C	SUT_SY0712	SUT	XU11	FALSE
chr05	139002	140538	-	YEL009C	GCN4	ORF-T	SGD	FALSE
chr05	140546	141171	-	YEL008C-A	YEL008C-A	ORF-T	SGD	TRUE
chr05	145956	146980	-	YEL005C	VAB2	ORF-T	SGD	FALSE
chr05	148724	150252	-	YEL002C	WBP1	ORF-T	SGD	FALSE
chr05	150396	151220	-	YEL001C	IRC22	ORF-T	SGD	FALSE
chr05	151380	152076	-	SUT505	SUT505	SUT	XU09	FALSE
chr05	156286	156686	-	SUT506	SUT506	SUT	XU09	FALSE
chr05	157630	159350	-	YER003C	PMI40	ORF-T	SGD	FALSE
chr05	161606	162638	-	SUT507	SUT507	SUT	XU09	FALSE
chr05	166142	167118	-	YER007C-A	TMA20	ORF-T	SGD	FALSE
chr05	167252	167765	-	snR14	SNR14	other	SGD	FALSE
chr05	167910	172078	-	YER008C	SEC3	ORF-T	SGD	FALSE
chr05	172373	172579	-	SY_E0282C	SY_E0282C	SUT	genenv	TRUE
chr05	172726	173550	-	YER010C	YER010C	ORF-T	SGD	FALSE
chr05	176385	177289	-	SUT508	SUT508	SUT	XU09	FALSE
chr05	184483	186334	-	SY_E0285C	SY_E0285C	SUT	genenv	TRUE
chr05	187123	188275	-	SUT509	SUT509	SUT	XU09	FALSE
chr05	189635	192139	-	YER017C	AFG3	ORF-T	SGD	FALSE
chr05	192155	192883	-	YER018C	SPC25	ORF-T	SGD	FALSE
chr05	192975	194123	-	SUT510	SUT510	SUT	XU09	FALSE
chr05	194387	194803	-	YER019C-A	SBH2	ORF-T	SGD	FALSE
chr05	194980	195148	-	SUT511	SUT511	SUT	XU09	FALSE
chr05	198235	198719	-	SY_E0292C	SY_E0292C	SUT	genenv	TRUE
chr05	201072	202014	-	YER023C-A	YER023C-A	ORF-T	SGD	TRUE
chr05	203109	204797	-	SUT512	SUT512	SUT	XU09	FALSE
chr05	207992	209088	-	YER026C	CHO1	ORF-T	SGD	FALSE
chr05	209298	210882	-	YER027C	GAL83	ORF-T	SGD	FALSE
chr05	211195	212516	-	YER028C	MIG3	ORF-T	SGD	FALSE
chr05	213077	213773	-	YER029C	SMB1	ORF-T	SGD	FALSE
chr05	214487	215359	-	YER031C	YPT31	ORF-T	SGD	FALSE
chr05	218559	222079	-	YER033C	ZRG8	ORF-T	SGD	FALSE
chr05	223831	225783	-	YER036C	ARB1	ORF-T	SGD	FALSE
chr05	226434	228890	-	YER038C	KRE29	ORF-T	SGD	FALSE
chr05	228962	230090	-	YER039C	HVG1	ORF-T	SGD	FALSE
chr05	236114	237778	-	YER043C	SAH1	ORF-T	SGD	FALSE
chr05	238034	238706	-	YER044C	ERG28	ORF-T	SGD	FALSE
chr05	238722	239988	-	YER044C-A	MEI4	ORF-T	XU09	FALSE
chr05	240492	242318	-	YER045C	ACA1	ORF-T	SGD	FALSE
chr05	242390	242919	-	SUT513	SUT513	SUT	XU09	FALSE
chr05	244429	247286	-	YER047C	SAP1	ORF-T	SGD	FALSE
chr05	247471	248855	-	YER048C	CAJ1	ORF-T	SGD	FALSE
chr05	249085	250406	-	YERCdelta8	YERCdelta8	other	XU09	FALSE
chr05	253429	253719	-	SY_E0312C	SY_E0312C	SUT	genenv	TRUE
chr05	254470	255070	-	YER050C	RSM18	ORF-T	SGD	FALSE
chr05	256814	258710	-	YER052C	HOM3	ORF-T	SGD	FALSE
chr05	258736	259144	-	SY_E0315C	SY_E0315C	SUT	genenv	TRUE
chr05	259159	260495	-	YER053C	PIC2	ORF-T	SGD	FALSE
chr05	261208	261728	-	YER053C-A	YER053C-A	ORF-T	SGD	FALSE
chr05	262632	264768	-	YER054C	GIP2	ORF-T	SGD	FALSE
chr05	265376	266536	-	YER055C	HIS1	ORF-T	SGD	FALSE
chr05	266960	268824	-	YER056C	FCY2	ORF-T	SGD	FALSE
chr05	269016	269714	-	CUT554	CUT554	CUT	XU09	FALSE
chr05	269906	270821	-	YER056C-A	RPL34A	ORF-T	SGD	FALSE
chr05	271269	271741	-	YER057C	HMF1	ORF-T	SGD	FALSE
chr05	274510	278894	-	SUT514	SUT514	SUT	XU09	FALSE
chr05	279022	280295	-	YER061C	CEM1	ORF-T	SGD	FALSE
chr05	280463	281463	-	YER062C	HOR2	ORF-T	SGD	FALSE
chr05	282239	283031	-	CUT557	CUT557	CUT	XU09	FALSE
chr05	283127	284935	-	YER064C	YER064C	ORF-T	SGD	FALSE
chr05	284975	285628	-	SY_E0329C	SY_E0329C	SUT	genenv	TRUE
chr05	285719	287879	-	YER065C	ICL1	ORF-T	XU09	FALSE
chr05	285732	287603	-	YER065C	ICL1	ORF-T	SGD	FALSE
chr05	288372	289790	-	tS(UGA)E	SUP19	other	SGD	FALSE
chr05	291484	292166	-	YER066C-A	YER066C-A	other	XU09	FALSE
chr05	294268	295439	-	CUT558	CUT558	CUT	XU09	FALSE
chr05	295612	296773	-	YER068C-A	YER068C-A	ORF-T	SGD	TRUE
chr05	297755	298570	-	SY_E0336C	SY_E0336C	SUT	genenv	TRUE
chr05	298601	299030	-	SY_E0337C	SY_E0337C	SUT	genenv	TRUE
chr05	302346	303002	-	YER071C	YER071C	ORF-T	SGD	FALSE
chr05	303292	304182	-	CUT561	CUT561	CUT	XU09	FALSE
chr05	308916	312004	-	YER075C	PTP3	ORF-T	SGD	FALSE
chr05	313055	314562	-	YER076C	YER076C	ORF-T	SGD	FALSE
chr05	314693	314978	-	SY_E0342C	SY_E0342C	SUT	genenv	TRUE
chr05	315117	317197	-	YER077C	YER077C	ORF-T	SGD	FALSE
chr05	317373	319221	-	YER078C	ICP55	ORF-T	SGD	FALSE
chr05	319399	320471	-	CUT562	CUT562	CUT	XU09	FALSE
chr05	321007	321884	-	SY_E0346C	SY_E0346C	SUT	genenv	TRUE
chr05	323505	324557	-	SY_E0347C	SY_E0347C	SUT	genenv	TRUE
chr05	324821	326629	-	YER082C	UTP7	ORF-T	SGD	FALSE
chr05	326741	327693	-	YER083C	GET2	ORF-T	SGD	FALSE
chr05	328250	331067	-	YER085C	YER085C	ORF-T	SGD	TRUE
chr05	332989	333517	-	YER087C-B	SBH1	ORF-T	SGD	FALSE
chr05	333677	335918	-	YER088C	DOT6	ORF-T	SGD	FALSE
chr05	336014	336423	-	SY_E0353C	SUT_SY0726	SUT	XU11	FALSE
chr05	336495	338287	-	YER089C	PTC2	ORF-T	SGD	FALSE
chr05	340279	342871	-	YER091C	MET6	ORF-T	SGD	FALSE
chr05	343864	348320	-	YER093C	TSC11	ORF-T	SGD	FALSE
chr05	348456	349032	-	YER093C-A	AIM11	ORF-T	SGD	FALSE
chr05	349200	350032	-	YER094C	PUP3	ORF-T	SGD	FALSE
chr05	354279	354769	-	SY_E0359C	SY_E0359C	SUT	genenv	TRUE
chr05	357775	358615	-	SY_E0360C	SY_E0360C	SUT	genenv	TRUE
chr05	358646	359974	-	YER099C	PRS2	ORF-T	SGD	FALSE
chr05	361030	362502	-	YER101C	AST2	ORF-T	SGD	FALSE
chr05	364424	364841	-	SY_E0363C	SY_E0363C	SUT	genenv	TRUE
chr05	367197	368112	-	SY_E0364C	SY_E0364C	SUT	genenv	TRUE
chr05	368142	372678	-	YER105C	NUP157	ORF-T	SGD	FALSE
chr05	373952	375384	-	YER107C	GLE2	ORF-T	SGD	FALSE
chr05	375512	378440	-	YER109C	FLO8	ORF-T	SGD	FALSE
chr05	379248	382888	-	YER110C	KAP123	ORF-T	SGD	FALSE
chr05	383088	386816	-	YER111C	SWI4	ORF-T	SGD	FALSE
chr05	388497	390811	-	YER113C	TMN3	ORF-T	SGD	FALSE
chr05	390923	394649	-	YER114C	BOI2	ORF-T	SGD	FALSE
chr05	394837	395717	-	YER115C	SPR6	ORF-T	SGD	FALSE
chr05	395749	396925	-	YER116C	SLX8	ORF-T	SGD	FALSE
chr05	398421	399917	-	YER118C	SHO1	ORF-T	SGD	FALSE
chr05	400053	401525	-	YER119C	AVT6	ORF-T	SGD	FALSE
chr05	401572	402297	-	YER119C-A	YER119C-A	ORF-T	SGD	TRUE
chr05	402516	403033	-	SUT516	SUT516	SUT	XU09	FALSE
chr05	403390	405094	-	YER122C	GLO3	ORF-T	SGD	FALSE
chr05	407454	409790	-	YER124C	DSE1	ORF-T	SGD	FALSE
chr05	413574	414918	-	YER126C	NSA2	ORF-T	SGD	FALSE
chr05	416188	416612	-	SY_E0381C	SY_E0381C	SUT	genenv	TRUE
chr05	421558	423198	-	YER130C	YER130C	ORF-T	SGD	FALSE
chr05	423249	423773	-	SY_E0383C	SY_E0383C	SUT	genenv	TRUE
chr05	425681	431538	-	YER132C	PMD1	ORF-T	SGD	FALSE
chr05	431786	431866	-	snR52	SNR52	other	SGD	FALSE
chr05	434303	434872	-	SY_E0386C	SY_E0386C	SUT	genenv	TRUE
chr05	443294	444142	-	YER134C	YER134C	ORF-T	SGD	FALSE
chr05	444221	444790	-	YER135C	YER135C	ORF-T	SGD	TRUE
chr05	446335	446840	-	SY_E0389C	SY_E0389C	SUT	genenv	TRUE
chr05	447439	448111	-	YER137C	YER137C	ORF-T	SGD	FALSE
chr05	456039	457684	-	YER139C	RTR1	ORF-T	SGD	FALSE
chr05	460009	461262	-	SY_E0392C	SY_E0392C	SUT	genenv	TRUE
chr05	461428	462372	-	YER142C	MAG1	ORF-T	SGD	FALSE
chr05	462555	463592	-	SY_E0394C	SY_E0394C	SUT	genenv	TRUE
chr05	463996	466556	-	YER144C	UBP5	ORF-T	SGD	FALSE
chr05	466669	468098	-	YER145C	FTR1	ORF-T	SGD	FALSE
chr05	468234	468586	-	SY_E0397C	SY_E0397C	SUT	genenv	TRUE
chr05	469228	471254	-	YER147C	SCC4	ORF-T	SGD	FALSE
chr05	472550	473878	-	YER149C	PEA2	ORF-T	SGD	FALSE
chr05	474611	475295	-	SY_E0400C	SY_E0400C	SUT	genenv	TRUE
chr05	475974	478886	-	YER151C	UBP3	ORF-T	SGD	FALSE
chr05	478902	480398	-	YER152C	YER152C	ORF-T	SGD	FALSE
chr05	480489	481631	-	YER153C	PET122	ORF-T	SGD	FALSE
chr05	482542	489471	-	YER155C	BEM2	ORF-T	SGD	FALSE
chr05	489551	490719	-	YER156C	YER156C	ORF-T	SGD	FALSE
chr05	493834	494888	-	SY_E0406C	SY_E0406C	SUT	genenv	TRUE
chr05	495043	497203	-	YER158C	YER158C	ORF-T	SGD	FALSE
chr05	497716	498492	-	YER159C	BUR6	ORF-T	SGD	FALSE
chr05	505438	506750	-	YER161C	SPT2	ORF-T	SGD	FALSE
chr05	506902	509286	-	YER162C	RAD4	ORF-T	SGD	FALSE
chr05	509318	510174	-	YER163C	YER163C	ORF-T	SGD	FALSE
chr05	516159	516576	-	SUT517	SUT517	SUT	XU09	FALSE
chr05	527328	529074	-	YER168C	CCA1	ORF-T	SGD	FALSE
chr05	533285	533629	-	SUT519	SUT519	SUT	XU09	FALSE
chr05	535757	542453	-	YER172C	BRR2	ORF-T	SGD	FALSE
chr05	544701	545653	-	YER174C	GRX4	ORF-T	SGD	FALSE
chr05	545669	546741	-	YER175C	TMT1	ORF-T	SGD	FALSE
chr05	546823	547772	-	SUT520	SUT520	SUT	XU09	FALSE
chr05	548134	550695	-	SY_E0419C	SY_E0419C	SUT	genenv	TRUE
chr05	551186	551401	-	CUT571	CUT571	CUT	XU09	FALSE
chr05	552590	552738	-	SY_E0421C	SY_E0421C	SUT	genenv	TRUE
chr05	554777	555609	-	SUT521	SUT521	SUT	XU09	FALSE
chr05	556065	557529	-	YER180C	ISC10	ORF-T	SGD	FALSE
chr05	558116	558689	-	SY_E0424C	SY_E0424C	SUT	genenv	TRUE
chr05	559660	560348	-	YER183C	FAU1	ORF-T	SGD	FALSE
chr05	561137	565368	-	YER184C	YER184C	ORF-T	SGD	FALSE
chr05	565665	566783	-	SUT522	SUT522	SUT	XU09	FALSE
chr05	566789	567801	-	SY_E0428C	SUT_SY0731	SUT	XU11	FALSE
chr05	567849	569141	-	YER186C	YER186C	ORF-T	SGD	FALSE
chr05	570135	571699	-	SY_E0430C	SUT_SY0732	SUT	XU11	FALSE
chr05	574489	575004	-	SY_E0431C	SUT_SY0733	SUT	XU11	FALSE
chr06	31562	33779	+	SY_F0001W	SUT_SY0175	SUT	XU11	FALSE
chr06	36772	38852	+	YFL049W	SWP82	ORF-T	SGD	FALSE
chr06	40420	42620	+	YFL047W	RGD2	ORF-T	SGD	FALSE
chr06	42740	43588	+	YFL046W	FMP32	ORF-T	SGD	FALSE
chr06	43771	44010	+	SY_F0005W	SY_F0005W	SUT	genenv	TRUE
chr06	47837	48941	+	YFL041W-A	YFL041W-A	ORF-T	SGD	TRUE
chr06	49109	51173	+	YFL041W	FET5	ORF-T	SGD	FALSE
chr06	53315	54344	+	SY_F0008W	SY_F0008W	SUT	genenv	TRUE
chr06	54958	55382	+	SY_F0009W	SUT_SY0177	SUT	XU11	FALSE
chr06	56263	57951	+	YFL037W	TUB2	ORF-T	SGD	FALSE
chr06	58543	62823	+	YFL036W	RPO41	ORF-T	SGD	FALSE
chr06	64246	65036	+	SY_F0012W	SY_F0012W	SUT	genenv	TRUE
chr06	65315	68859	+	YFL034W	YFL034W	ORF-T	SGD	FALSE
chr06	75152	76688	+	YFL031W	HAC1	ORF-T	SGD	FALSE
chr06	76768	78096	+	YFL030W	AGX1	ORF-T	SGD	FALSE
chr06	78335	78718	+	SUT102	SUT102	SUT	XU09	FALSE
chr06	78832	79336	+	SUT102	SUT102	SUT	XU09	FALSE
chr06	82088	82544	+	YFL026W	STE2	ORF-T	XU09	TRUE
chr06	82552	84216	+	YFL026W	STE2	ORF-T	SGD	FALSE
chr06	84506	85415	+	SY_F0020W	SY_F0020W	SUT	genenv	TRUE
chr06	86946	87687	+	SY_F0021W	SY_F0021W	SUT	genenv	TRUE
chr06	88070	88524	+	SY_F0022W	SY_F0022W	SUT	genenv	TRUE
chr06	89646	90815	+	SUT103	SUT103	SUT	XU09	FALSE
chr06	90845	91036	+	SY_F0024W	SY_F0024W	SUT	genenv	TRUE
chr06	91079	93561	+	YFL023W	BUD27	ORF-T	SGD	FALSE
chr06	96072	97708	+	YFL021W	GAT1	ORF-T	SGD	FALSE
chr06	100245	100890	+	SY_F0027W	SY_F0027W	SUT	genenv	TRUE
chr06	103425	103712	+	SY_F0028W	SY_F0028W	SUT	genenv	TRUE
chr06	104104	104440	+	YFL017W-A	SMX2	ORF-T	SGD	FALSE
chr06	104574	105160	+	SY_F0030W	SY_F0030W	SUT	genenv	TRUE
chr06	107337	107624	+	CUT122	CUT122	CUT	XU09	FALSE
chr06	107670	108215	+	YFL014W	HSP12	ORF-T	SGD	FALSE
chr06	110656	111040	+	SUT105	SUT105	SUT	XU09	FALSE
chr06	112035	112795	+	SY_F0034W	SUT_SY0182	SUT	XU11	FALSE
chr06	112515	114513	+	YFL011W	HXT10	ORF-T	SGD	TRUE
chr06	115277	115547	+	SY_F0036W	SY_F0036W	SUT	genenv	TRUE
chr06	116445	119024	+	YFL009W	CDC4	ORF-T	SGD	FALSE
chr06	119864	123736	+	YFL008W	SMC1	ORF-T	SGD	FALSE
chr06	123824	130480	+	YFL007W	BLM10	ORF-T	SGD	FALSE
chr06	130624	131696	+	YFL005W	SEC4	ORF-T	SGD	FALSE
chr06	132145	134985	+	YFL004W	VTC2	ORF-T	SGD	FALSE
chr06	135252	135874	+	SY_F0042W	SY_F0042W	SUT	genenv	TRUE
chr06	147580	148964	+	YFL001W	DEG1	ORF-T	SGD	FALSE
chr06	149485	150317	+	YFR001W	LOC1	ORF-T	SGD	FALSE
chr06	150501	153101	+	YFR002W	NIC96	ORF-T	SGD	FALSE
chr06	153861	154829	+	YFR004W	RPN11	ORF-T	SGD	FALSE
chr06	156605	158293	+	YFR006W	YFR006W	ORF-T	SGD	FALSE
chr06	159762	160922	+	YFR007W	YFH7	ORF-T	SGD	FALSE
chr06	161030	162047	+	YFR008W	FAR7	ORF-T	SGD	FALSE
chr06	162939	165405	+	YFR009W	GCN20	ORF-T	SGD	FALSE
chr06	165485	167157	+	YFR010W	UBP6	ORF-T	SGD	FALSE
chr06	168478	170055	+	YFR012W-A	YFR012W-A	ORF-T	SGD	FALSE
chr06	170359	172911	+	YFR013W	IOC3	ORF-T	SGD	FALSE
chr06	176263	176959	+	SY_F0054W	SUT_SY0183	SUT	XU11	FALSE
chr06	181829	182307	+	SY_F0055W	SY_F0055W	SUT	genenv	TRUE
chr06	185020	191908	+	YFR019W	FAB1	ORF-T	SGD	FALSE
chr06	192351	194375	+	YFR020W	YFR020W	ORF-T	SGD	TRUE
chr06	195249	196906	+	YFR021W	ATG18	ORF-T	SGD	FALSE
chr06	197114	199715	+	YFR022W	ROG3	ORF-T	SGD	FALSE
chr06	200966	202289	+	YFR023W	PES4	ORF-T	SGD	TRUE
chr06	204229	204492	+	SY_F0061W	SY_F0061W	SUT	genenv	TRUE
chr06	206565	207689	+	SY_F0062W	SY_F0062W	SUT	genenv	TRUE
chr06	207843	208939	+	YFR027W	ECO1	ORF-T	SGD	FALSE
chr06	211455	213567	+	YFR029W	PTR3	ORF-T	SGD	FALSE
chr06	213791	217063	+	YFR030W	MET10	ORF-T	SGD	FALSE
chr06	226791	227234	+	YFR034W-A	YFR034W-A	other	XU09	FALSE
chr06	227547	227995	+	YFR036W	CDC26	ORF-T	SGD	FALSE
chr06	229966	232550	+	YFR038W	IRC5	ORF-T	SGD	FALSE
chr06	234534	237950	+	YFR040W	SAP155	ORF-T	SGD	FALSE
chr06	238205	238732	+	SY_F0070W	SY_F0070W	SUT	genenv	TRUE
chr06	239022	239758	+	YFR042W	KEG1	ORF-T	SGD	FALSE
chr06	242536	243681	+	YFR045W	YFR045W	ORF-T	SGD	FALSE
chr06	246697	248745	+	YFR048W	RMD8	ORF-T	SGD	FALSE
chr06	248953	249617	+	YFR049W	YMR31	ORF-T	SGD	FALSE
chr06	253073	254105	+	YFR052W	RPN12	ORF-T	SGD	FALSE
chr06	254522	255575	+	SY_F0076W	SY_F0076W	SUT	genenv	TRUE
chr06	257058	259258	+	SUT107	SUT107	SUT	XU09	FALSE
chr06	264444	264724	+	SY_F0078W	SUT_SY0186	SUT	XU11	FALSE
chr06	264780	266373	+	YFR055W	IRC7	ORF-T	SGD	FALSE
chr06	267133	267709	+	SY_F0080W	SUT_SY0187	SUT	XU11	FALSE
chr06	33023	36599	-	YFL050C	ALR2	ORF-T	SGD	FALSE
chr06	38704	40216	-	YFL048C	EMP47	ORF-T	SGD	FALSE
chr06	43464	44472	-	YFL045C	SEC53	ORF-T	SGD	FALSE
chr06	44488	45600	-	YFL044C	OTU1	ORF-T	SGD	FALSE
chr06	45657	47801	-	YFL042C	YFL042C	ORF-T	SGD	FALSE
chr06	51278	52923	-	SY_F0086C	SY_F0086C	SUT	genenv	TRUE
chr06	53001	54842	-	YFL039C	ACT1	ORF-T	SGD	FALSE
chr06	55258	56050	-	YFL038C	YPT1	ORF-T	SGD	FALSE
chr06	57816	58292	-	RUF21	RUF21	other	SGD	FALSE
chr06	62875	64054	-	YFL034C-B	MOB2	ORF-T	SGD	FALSE
chr06	64182	65014	-	YFL034C-A	RPL22B	ORF-T	SGD	FALSE
chr06	68935	74682	-	YFL033C	RIM15	ORF-T	SGD	FALSE
chr06	76612	77780	-	SUT524	SUT524	SUT	XU09	FALSE
chr06	78036	79260	-	YFL029C	CAK1	ORF-T	SGD	FALSE
chr06	79340	80292	-	YFL028C	CAF16	ORF-T	SGD	FALSE
chr06	80396	81972	-	YFL027C	GYP8	ORF-T	SGD	FALSE
chr06	82890	83588	-	SY_F0097C	SY_F0097C	SUT	genenv	TRUE
chr06	84060	87372	-	YFL025C	BST1	ORF-T	SGD	FALSE
chr06	87508	90707	-	YFL024C	EPL1	ORF-T	SGD	FALSE
chr06	93477	95199	-	YFL022C	FRS2	ORF-T	SGD	FALSE
chr06	95943	97172	-	YFL021C-A	YFL021C-A	ORF-T	SGD	TRUE
chr06	97620	98113	-	SUT525	SUT525	SUT	XU09	FALSE
chr06	102004	103692	-	YFL018C	LPD1	ORF-T	SGD	FALSE
chr06	104300	104964	-	YFL017C	GNA1	ORF-T	SGD	FALSE
chr06	105070	106785	-	YFL016C	MDJ1	ORF-T	SGD	FALSE
chr06	107696	108047	-	SY_F0106C	SY_F0106C	SUT	genenv	TRUE
chr06	108332	110444	-	YFL013C	IES1	ORF-T	SGD	FALSE
chr06	111638	112319	-	SY_F0108C	SUT_SY0736	SUT	XU11	FALSE
chr06	115425	116265	-	YFL010C	WWM1	ORF-T	SGD	FALSE
chr06	131540	132109	-	RUF20	RUF20	other	SGD	FALSE
chr06	133884	134379	-	SY_F0111C	SY_F0111C	SUT	genenv	TRUE
chr06	134845	136294	-	YFL003C	MSH4	ORF-T	SGD	TRUE
chr06	145472	147464	-	YFL002C	SPB4	ORF-T	SGD	FALSE
chr06	153009	153689	-	YFR003C	YPI1	ORF-T	SGD	FALSE
chr06	154825	156465	-	YFR005C	SAD1	ORF-T	SGD	FALSE
chr06	158640	160669	-	SUT528	SUT528	SUT	XU09	FALSE
chr06	167041	167793	-	YFR011C	AIM13	ORF-T	SGD	FALSE
chr06	168190	168891	-	SUT529	SUT529	SUT	XU09	FALSE
chr06	172827	174451	-	YFR014C	CMK1	ORF-T	SGD	FALSE
chr06	174635	176995	-	YFR015C	GSY1	ORF-T	SGD	FALSE
chr06	177499	181368	-	YFR016C	YFR016C	ORF-T	SGD	FALSE
chr06	182301	182667	-	SY_F0122C	SY_F0122C	SUT	genenv	TRUE
chr06	182684	183480	-	YFR017C	YFR017C	ORF-T	SGD	FALSE
chr06	183560	184840	-	YFR018C	YFR018C	ORF-T	SGD	FALSE
chr06	194271	195037	-	CUT577	CUT577	CUT	XU09	FALSE
